duplicate_group,english_raw,occurrence_count,source_labels,source_files
dup_00930,{252}{25}{36}{0}{0}{244}{8}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{45}{0}{0}{244}{6}{1}{252}{25}{56}{0}{0}{244}{7}{1}{252}{25}{41}{0}{0}{244}{6}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{24}{0}{0}{244}{10}{1}\n{252}{25}{154}{0}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{49}{2}{0}{244}{7}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{248}{1}{0}{244}{6}{1}\n{252}{25}{4}{0}{0}{244}{6}{1}{252}{25}{93}{1}{0}{244}{7}{1}{252}{25}{95}{1}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{28}{0}{0}{244}{7}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{41}{0}{0}{244}{6}{1},2,sRootFossilDesc | sClawFossilDesc,src/data/text/item_descriptions.h | src/data/text/item_descriptions.h
dup_00931,{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{79}{0}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1},4,gText_Cancel | gText_Cancel2 | gText_Cancel6 | gText_OptionMenuCancel,src/strings.c | src/strings.c | src/strings.c | src/strings.c
dup_00932,{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{1}{2}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{47}{2}{0}{244}{6}{1}{252}{25}{25}{0}{0}{244}{7}{1},2,gText_ContinueMenuBadges | gText_SavingBadges,src/strings.c | src/strings.c
dup_00933,{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{22}{1}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1},2,gText_ChoosePokemon | gText_ChoosePokemon2,src/strings.c | src/strings.c
dup_00934,{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{42}{0}{0}{244}{6}{1}{252}{25}{41}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1},2,gText_ContinueMenuTime | gText_SavingTime,src/strings.c | src/strings.c
dup_00935,{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{43}{0}{0}{244}{7}{1}{252}{25}{44}{0}{0}{244}{8}{1}{252}{25}{48}{2}{0}{244}{6}{1}{252}{25}{26}{0}{0}{244}{7}{1}{252}{25}{150}{1}{0}{244}{6}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{24}{0}{0}{244}{10}{1}\n{252}{25}{9}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{92}{1}{0}{244}{7}{1}{252}{25}{4}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{10}{0}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{211}{1}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1},4,sRedShardDesc | sBlueShardDesc | sYellowShardDesc | sGreenShardDesc,src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h
dup_00936,{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{85}{1}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{78}{1}{0}{244}{5}{1}{252}{25}{42}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{92}{1}{0}{244}{7}{1},2,gText_Able | gText_Able2,src/strings.c | src/strings.c
dup_00937,{252}{25}{41}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{28}{0}{0}{244}{7}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{128}{0}{0}{244}{7}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1},2,gText_Register | gText_NumberRegistered,src/strings.c | src/strings.c
dup_00938,{252}{25}{45}{0}{0}{244}{6}{1}{252}{25}{47}{2}{0}{244}{6}{1}{252}{25}{31}{0}{0}{244}{7}{1},2,gText_Switch2 | gText_Switch,src/strings.c | src/strings.c
dup_00939,{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{127}{0}{0}{244}{8}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{76}{1}{0}{244}{7}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{92}{1}{0}{244}{7}{1}!\p,2,sText_CantEscape2 | sText_CantEscape,src/battle_message.c | src/battle_message.c
dup_00940,{252}{25}{46}{2}{0}{244}{5}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{4}{1}{0}{244}{7}{1}{252}{25}{30}{0}{0}{244}{8}{1},2,gText_Take | gText_Take2,src/strings.c | src/strings.c
dup_00941,{252}{25}{4}{0}{0}{244}{6}{1}{252}{25}{90}{1}{0}{244}{6}{1}{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{127}{0}{0}{244}{8}{1}{252}{25}{13}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{66}{1}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{142}{2}{0}{244}{6}{1}\n{252}{25}{24}{2}{0}{244}{6}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{71}{1}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1}\n{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{92}{1}{0}{244}{7}{1}{252}{25}{151}{1}{0}{244}{7}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{10}{0}{0}{244}{7}{1}{252}{25}{93}{2}{0}{244}{7}{1}{252}{25}{12}{0}{0}{244}{4}{1},2,sPokeDollDesc | sFluffyTailDesc,src/data/text/item_descriptions.h | src/data/text/item_descriptions.h
dup_00942,{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{28}{0}{0}{244}{7}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{10}{1}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{154}{0}{0}{244}{7}{1}{252}{25}{116}{2}{0}{244}{8}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{219}{1}{0}{244}{8}{1} HP\n{252}{25}{2}{0}{0}{244}{7}{1}{252}{25}{66}{1}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{13}{0}{0}{244}{6}{1}{252}{25}{117}{1}{0}{244}{11}{1}{252}{25}{4}{0}{0}{244}{6}{1}{252}{25}{109}{1}{0}{244}{7}{1}{252}{25}{50}{2}{0}{244}{6}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{45}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1},5,sFigyBerryDesc | sWikiBerryDesc | sMagoBerryDesc | sAguavBerryDesc | sIapapaBerryDesc,src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h | src/data/text/item_descriptions.h
dup_00943,{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{76}{1}{0}{244}{7}{1}{252}{25}{134}{0}{0}{244}{7}{1},3,gText_DexSearchTypeNone | gText_None | gText_DontHave,src/strings.c | src/strings.c | src/strings.c
dup_00944,{252}{25}{83}{1}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{30}{0}{0}{244}{8}{1},2,gText_Read2 | gText_Read,src/strings.c | src/strings.c
dup_00945,{252}{25}{85}{1}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{221}{1}{0}{244}{7}{1}{252}{25}{41}{0}{0}{244}{6}{1},2,gText_Summary5 | gText_Info,src/strings.c | src/strings.c
dup_00946,{252}{25}{87}{2}{0}{244}{8}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{57}{1}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1},3,gText_MainMenuOption | gText_Option | gText_MenuOption,src/strings.c | src/strings.c | src/strings.c
dup_00947,{252}{25}{93}{1}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{117}{1}{0}{244}{11}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{40}{0}{0}{244}{5}{1}?,2,gText_WhatWouldYouLike | gText_WhatDoYouWantToDo,src/strings.c | src/strings.c
dup_00948,{252}{25}{98}{1}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{24}{2}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{74}{0}{0}{244}{8}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{43}{0}{0}{244}{7}{1}{252}{25}{44}{0}{0}{244}{8}{1},2,gText_SpDef3 | gText_SpDef4,src/strings.c | src/strings.c
dup_00949,{252}{25}{9}{0}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{9}{0}{0}{244}{6}{1}{252}{25}{48}{2}{0}{244}{6}{1}{252}{25}{18}{0}{0}{244}{8}{1}{252}{25}{214}{0}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{47}{2}{0}{244}{6}{1}{252}{25}{31}{0}{0}{244}{7}{1},2,gText_MainMenuMysteryGift | gText_MainMenuMysteryGift2,src/strings.c | src/strings.c
dup_00950,{252}{25}{9}{0}{0}{244}{6}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{142}{1}{0}{244}{7}{1}{252}{25}{24}{0}{0}{244}{10}{1}!\n{252}{25}{13}{0}{0}{244}{6}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{81}{1}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{154}{0}{0}{244}{7}{1} PC {252}{25}{154}{0}{0}{244}{7}{1}{252}{25}{97}{1}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{30}{0}{0}{244}{8}{1},2,gText_ThankYouIllSendItHome | gText_ThanksIllSendItHome,src/strings.c | src/strings.c
dup_00951,{B_ATK_NAME_WITH_PREFIX} {252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{165}{0}{0}{244}{6}{1}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{30}{0}{0}{244}{8}{1}\n{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{8}{2}{0}{244}{7}{1}{252}{25}{30}{0}{0}{244}{8}{1}{252}{25}{32}{0}{0}{244}{7}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{37}{0}{0}{244}{7}{1}{252}{25}{28}{0}{0}{244}{7}{1} {B_BUFF1}!,2,sText_PkmnChangedType | sText_PkmnTransformedInto,src/battle_message.c | src/battle_message.c
dup_00952,{B_ATK_NAME_WITH_PREFIX} {252}{25}{57}{1}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1} {B_BUFF1}\n{B_BUFF2},2,sText_AttackersStatRose | sText_AttackersStatFell,src/battle_message.c | src/battle_message.c
dup_00953,{B_BUTTON}{252}{25}{39}{0}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{3}{0}{0}{244}{4}{1}{252}{25}{79}{0}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1},2,gText_PokenavMatchCall_CheckTrainerButtons | gText_PokenavRibbons_RibbonCheckButtons,src/strings.c | src/strings.c
dup_00954,{B_DEF_NAME_WITH_PREFIX} {252}{25}{57}{1}{0}{244}{7}{1}{252}{25}{6}{0}{0}{244}{4}{1} {B_BUFF1}\n{B_BUFF2},2,gText_DefendersStatRose | sText_DefendersStatFell,src/battle_message.c | src/battle_message.c
dup_00955,{B_DEF_NAME_WITH_PREFIX}\n{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{41}{0}{0}{244}{6}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{0}{0}{0}{244}{5}{1}{252}{25}{13}{0}{0}{244}{6}{1}{252}{25}{38}{0}{0}{244}{7}{1}{252}{25}{124}{0}{0}{244}{7}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{92}{1}{0}{244}{7}{1}!,2,sText_PkmnAvoidedAttack | sText_PkmnEvadedAttack,src/battle_message.c | src/battle_message.c
dup_00956,{B_DEF_NAME_WITH_PREFIX}\n{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{76}{1}{0}{244}{7}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{92}{1}{0}{244}{7}{1}{252}{25}{46}{2}{0}{244}{5}{1}{252}{25}{31}{0}{0}{244}{7}{1}{252}{25}{33}{0}{0}{244}{6}{1}{252}{25}{41}{0}{0}{244}{6}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{7}{0}{0}{244}{5}{1}{252}{25}{28}{0}{0}{244}{7}{1}{252}{25}{31}{0}{0}{244}{7}{1}!,2,sText_PkmnWasntAffected | sText_PkmnUnaffected,src/battle_message.c | src/battle_message.c
dup_00957,{B_SCR_ACTIVE_NAME_WITH_PREFIX} {252}{25}{4}{0}{0}{244}{6}{1}{252}{25}{90}{1}{0}{244}{6}{1} {B_SCR_ACTIVE_ABILITY}\n{252}{25}{46}{2}{0}{244}{5}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{44}{0}{0}{244}{8}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{40}{0}{0}{244}{5}{1} {B_BUFF1}!,2,sText_PkmnsXCuredYProblem | sText_PkmnsXCuredItsYProblem,src/battle_message.c | src/battle_message.c
dup_00958,{CLEAR 11}M{CLEAR 6}N{CLEAR 6}O{CLEAR 26}P{CLEAR 6}Q{CLEAR 6}R{CLEAR 6}S{CLEAR 26} ,2,gText_EasyChatKeyboard_MNOPQRS | gText_NamingScreenKeyboard_MNOPQRS,src/text_input_strings.c | src/text_input_strings.c
dup_00959,{CLEAR 11}T{CLEAR 6}U{CLEAR 6}V{CLEAR 26}W{CLEAR 6}X{CLEAR 6}Y{CLEAR 6}Z{CLEAR 26} ,2,gText_EasyChatKeyboard_TUVWXYZ | gText_NamingScreenKeyboard_TUVWXYZ,src/text_input_strings.c | src/text_input_strings.c
dup_00960,{COLOR_HIGHLIGHT_SHADOW LIGHT_GREEN WHITE BLUE}♀{COLOR_HIGHLIGHT_SHADOW DARK_GRAY WHITE LIGHT_GRAY},3,sText_FemaleSymbol | sText_FemaleSymbol | sText_FemaleSymbol,src/pokenav_conditions_search_results.c | src/pokenav_ribbons_list.c | src/pokenav_ribbons_summary.c
dup_00961,{COLOR_HIGHLIGHT_SHADOW LIGHT_RED WHITE GREEN}♂{COLOR_HIGHLIGHT_SHADOW DARK_GRAY WHITE LIGHT_GRAY},3,sText_MaleSymbol | sText_MaleSymbol | sText_MaleSymbol,src/pokenav_conditions_search_results.c | src/pokenav_ribbons_list.c | src/pokenav_ribbons_summary.c
dup_00962,{LV},2,gText_LevelSymbol | gText_Lv,src/strings.c | src/strings.c
dup_00963,{PALETTE 5}{COLOR_HIGHLIGHT_SHADOW DYNAMIC_COLOR4 DYNAMIC_COLOR5 DYNAMIC_COLOR6},2,gText_MoveInterfaceDynamicColors | gText_BattleSwitchWhich2,src/battle_message.c | src/battle_message.c
dup_00964,{PKMN} TRAINER,4,inline_2 | inline_3 | inline_52 | inline_67,src/data/text/trainer_class_names.h | src/data/text/trainer_class_names.h | src/data/text/trainer_class_names.h | src/data/text/trainer_class_names.h
dup_00965,{PLAYER} booted up the PC.$,2,SecretBase_Text_BootUpPC | Text_BootUpPC,data/scripts/secret_base.inc | data/text/pc.inc
dup_00966,{PLAYER} doesn't have the TICKET…\pI'm terribly sorry.\pYou must have a TICKET to board\nthe ferry.$,3,BattleFrontier_OutsideWest_Text_MustHaveTicketToBoard | LilycoveCity_Harbor_Text_NoTicket | SlateportCity_Harbor_Text_YouMustHaveTicket,data/maps/BattleFrontier_OutsideWest/scripts.inc | data/maps/LilycoveCity_Harbor/scripts.inc | data/maps/SlateportCity_Harbor/scripts.inc
dup_00967,{PLAYER} flashed the TICKET.\pPerfect! That's all you need!\pAnd where would you like to go?$,3,BattleFrontier_OutsideWest_Text_WhereWouldYouLikeToGo | LilycoveCity_Harbor_Text_FlashTicketWhereTo | SlateportCity_Harbor_Text_FlashedTicketWhereTo,data/maps/BattleFrontier_OutsideWest/scripts.inc | data/maps/LilycoveCity_Harbor/scripts.inc | data/maps/SlateportCity_Harbor/scripts.inc
dup_00968,{PLAYER} is the Level 50\nBattle Tournament Champion!\pCongratulations!$,2,BattleFrontier_BattleDomeBattleRoom_Text_PlayerIsLv50Champ | BattleFrontier_BattleDomeBattleRoom_Text_PlayerIsLv50Champ2,data/maps/BattleFrontier_BattleDomeBattleRoom/scripts.inc | data/maps/BattleFrontier_BattleDomeBattleRoom/scripts.inc
dup_00969,{PLAYER} is the Open Level\nBattle Tournament Champion!\pCongratulations!$,2,BattleFrontier_BattleDomeBattleRoom_Text_PlayerIsLvOpenChamp | BattleFrontier_BattleDomeBattleRoom_Text_PlayerIsLvOpenChamp2,data/maps/BattleFrontier_BattleDomeBattleRoom/scripts.inc | data/maps/BattleFrontier_BattleDomeBattleRoom/scripts.inc
dup_00970,{PLAYER} put the RIBBON on\n{STR_VAR_1}.$,2,LilycoveCity_ContestLobby_Text_PutTheRibbonOnMon | ContestHall_Text_PutRibbonOnMon,data/maps/LilycoveCity_ContestLobby/scripts.inc | data/scripts/contest_hall.inc
dup_00971,{PLAYER} received a POTION.$,2,SootopolisCity_LotadAndSeedotHouse_Text_ReceivedPotion1 | SootopolisCity_LotadAndSeedotHouse_Text_ReceivedPotion2,data/maps/SootopolisCity_LotadAndSeedotHouse/scripts.inc | data/maps/SootopolisCity_LotadAndSeedotHouse/scripts.inc
dup_00972,{PLAYER} received a RIBBON.$,2,LilycoveCity_ContestLobby_Text_ReceivedARibbon | ContestHall_Text_ReceivedRibbon,data/maps/LilycoveCity_ContestLobby/scripts.inc | data/scripts/contest_hall.inc
dup_00973,{PLAYER} received the prize\n{STR_VAR_1}.$,8,BattleFrontier_BattleArenaLobby_Text_ReceivedPrize | BattleFrontier_BattleDomeLobby_Text_ReceivedPrize | BattleFrontier_BattleFactoryLobby_Text_ReceivedPrizeItem | BattleFrontier_BattlePalaceLobby_Text_ReceivedPrize | BattleFrontier_BattlePyramidLobby_Text_ReceivedPrizeItem | BattleFrontier_BattleTowerLobby_Text_ReceivedPrize | FallarborTown_BattleTentLobby_Text_ReceivedPrize | SlateportCity_BattleTentLobby_Text_ReceivedPrize,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc | data/maps/BattleFrontier_BattleDomeLobby/scripts.inc | data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc | data/maps/BattleFrontier_BattlePyramidLobby/scripts.inc | data/maps/BattleFrontier_BattleTowerLobby/scripts.inc | data/text/battle_tent.inc | data/text/battle_tent.inc
dup_00974,{STR_VAR_1},2,gText_Facility | gText_StrVar1,src/strings.c | src/strings.c
dup_00975,{STR_VAR_1} {252}{25}{4}{0}{0}{244}{6}{1}{252}{25}{62}{1}{0}{244}{6}{1}{252}{25}{5}{0}{0}{244}{6}{1}{252}{25}{46}{0}{0}{244}{7}{1}{252}{25}{38}{0}{0}{244}{7}{1}?\n{252}{25}{93}{1}{0}{244}{7}{1}{252}{25}{48}{0}{0}{244}{6}{1}{252}{25}{12}{0}{0}{244}{4}{1}{252}{25}{8}{0}{0}{244}{6}{1}{252}{25}{6}{0}{0}{244}{4}{1}{252}{25}{40}{0}{0}{244}{5}{1}{252}{25}{143}{0}{0}{244}{6}{1}{252}{25}{153}{2}{0}{244}{7}{1}{252}{25}{30}{0}{0}{244}{8}{1}?,2,gText_Var1CertainlyHowMany | gText_Var1CertainlyHowMany2,src/strings.c | src/strings.c
dup_00976,{STR_VAR_1}$,3,SootopolisCity_MysteryEventsHouse_1F_Text_StrVar1Tie | SootopolisCity_MysteryEventsHouse_1F_Text_StrVar1Won | SootopolisCity_MysteryEventsHouse_1F_Text_StrVar1Lost,data/maps/SootopolisCity_MysteryEventsHouse_1F/scripts.inc | data/maps/SootopolisCity_MysteryEventsHouse_1F/scripts.inc | data/maps/SootopolisCity_MysteryEventsHouse_1F/scripts.inc
dup_00977,{STR_VAR_1}'s appeal did\nnot go well.{PAUSE 15}{PAUSE 15}{PAUSE 15}{PAUSE 15}$,3,gText_MonsAppealDidNotGoWell | gText_MonsAppealDidNotGoWell2 | gText_MonsAppealDidNotGoWell3,data/text/contest_strings.inc | data/text/contest_strings.inc | data/text/contest_strings.inc
dup_00978,{STR_VAR_1}'s appeal\nwent excellently.{PAUSE 15}{PAUSE 15}{PAUSE 15}{PAUSE 15}$,2,gText_MonsAppealWentExcellently | gText_MonsAppealWentExcellently2,data/text/contest_strings.inc | data/text/contest_strings.inc
dup_00979,{STR_VAR_1}'s appeal\nwent pretty well.{PAUSE 15}{PAUSE 15}{PAUSE 15}{PAUSE 15}$,2,gText_MonsAppealWentPrettyWell | gText_MonsAppealWentPrettyWell2,data/text/contest_strings.inc | data/text/contest_strings.inc
dup_00980,{STR_VAR_1}'s appeal\nwent slightly well.{PAUSE 15}{PAUSE 15}{PAUSE 15}{PAUSE 15}$,2,gText_MonsAppealWentSlightlyWell | gText_MonsAppealWentSlightlyWell2,data/text/contest_strings.inc | data/text/contest_strings.inc
dup_00981,{STR_VAR_1}.\n{STR_VAR_1}.\pHmmm… She's not smiling at all.\nMaybe WALDA is one serious child…$,2,RustboroCity_Flat1_2F_Text_ShesNotSmilingAtAll | RustboroCity_Flat1_2F_Text_ShesNotSmilingAtAll2,data/maps/RustboroCity_Flat1_2F/scripts.inc | data/maps/RustboroCity_Flat1_2F/scripts.inc
dup_00982,{STR_VAR_1}.{STR_VAR_2},3,gText_XDotY | gText_XDotY2 | gText_XDotY3,src/strings.c | src/strings.c | src/strings.c
dup_00983,"{STR_VAR_1}? That's great!\pKnowing that you made the decision,\n{PLAYER}{KUN}, I won't be so upset if\lI lose.\pOkay, I'll look to you for advice again.\nBye!$",2,gText_ApprenticeMonThanks4 | gText_ApprenticeMoveThanks4,data/text/apprentice.inc | data/text/apprentice.inc
dup_00984,{UNK_SPACER},3,sText_NoGenderSymbol | sText_NoGenderSymbol | sGenderlessIconString,src/pokenav_conditions_search_results.c | src/pokenav_ribbons_list.c | src/pokenav_ribbons_summary.c
dup_00985,ดูด HP เท่ากับครึ่งหนึ่ง\nของความเสียหายที่ทำได้,4,sAbsorbDescription | sMegaDrainDescription | sLeechLifeDescription | sGigaDrainDescription,src/data/text/move_descriptions.h | src/data/text/move_descriptions.h | src/data/text/move_descriptions.h | src/data/text/move_descriptions.h
dup_00986,ป้องกันการโจมตี\nใช้ต่อเนื่องอาจล้มเหลว,2,sProtectDescription | sDetectDescription,src/data/text/move_descriptions.h | src/data/text/move_descriptions.h
dup_00987,พลังรุนแรงแต่ผู้ใช้ท่า\nขยับไม่ได้ในเทิร์นถัดไป,4,sHyperBeamDescription | sBlastBurnDescription | sHydroCannonDescription | sFrenzyPlantDescription,src/data/text/move_descriptions.h | src/data/text/move_descriptions.h | src/data/text/move_descriptions.h | src/data/text/move_descriptions.h
dup_00988,ฟื้นฟู HP ตามปริมาณ\nที่ขึ้นกับสภาพอากาศ,3,sMorningSunDescription | sSynthesisDescription | sMoonlightDescription,src/data/text/move_descriptions.h | src/data/text/move_descriptions.h | src/data/text/move_descriptions.h
dup_00989,ฟื้นฟู HP ได้ถึง\nครึ่งหนึ่งของ HP สูงสุด,3,sRecoverDescription | sSoftBoiledDescription | sMilkDrinkDescription,src/data/text/move_descriptions.h | src/data/text/move_descriptions.h | src/data/text/move_descriptions.h
dup_00990,ยิงลำแสงประหลาด\nอาจทำให้คู่ต่อสู้สับสน,2,sPsybeamDescription | sSignalBeamDescription,src/data/text/move_descriptions.h | src/data/text/move_descriptions.h
